Station,Time,Longitude,Latitude,Speed,UU,VV,Bearing,Pressure,Mh,Mhopp
CB-037,2014-07-16 00:30,120.86182, 14.01020, 72.00, 22.97, 60.92,200.66,97628.17,  1.25705,  1.05968
CB-038,2014-07-16 00:25,120.86356, 14.01270, 71.50, 21.56, 61.45,199.33,97521.61,  1.23563,  1.08859
CB-039,2014-07-16 00:25,120.86723, 14.01517, 69.09, 21.56, 61.45,199.33,97521.61,  1.18007,  1.27430
CB-040,2014-07-15 21:55,120.87029, 14.01722, 67.19,-56.71,-15.01, 75.17,99837.65,  1.41047,  1.13706
CB-041,2014-07-15 22:10,120.87331, 14.01925, 48.53,-56.14, -2.25, 87.70,99721.00,  1.63807,  1.13337
CB-042,2014-07-16 00:25,120.87800, 14.02233, 63.28, 19.85, 62.94,197.50,97768.16,  1.52169,  1.15776
CB-043,2014-07-16 00:20,120.88101, 14.02431, 78.14, 17.74, 63.57,195.59,97647.32,  1.40851,  1.34614
CB-044,2014-07-15 22:50,120.88493, 14.02743, 74.44,-65.69,  0.81, 90.71,97679.14,  1.20859,  1.22639
CB-045,2014-07-15 22:50,120.88620, 14.02842, 63.68,-65.69,  0.81, 90.71,97679.14,  1.17094,  1.42356
CB-046,2014-07-16 00:30,120.88803, 14.02987, 73.07, 21.17, 62.29,198.77,97866.59,  1.19840,  1.42840
CB-047,2014-07-15 22:55,120.89133, 14.03249, 65.59,-67.20,  6.41, 95.45,97553.20,  1.07058,  1.30426
CB-048,2014-07-15 22:55,120.89455, 14.03505, 80.28,-67.20,  6.41, 95.45,97553.20,  1.14543,  1.48063
CB-049,2014-07-16 00:05,120.89757, 14.03739, 63.85,  1.88, 66.48,181.62,97464.91,  1.00000,  1.01648
CB-050,2014-07-15 22:55,120.90153, 14.04049, 73.51,-67.20,  6.41, 95.45,97553.20,  1.46367,  1.12305
CB-051,2014-07-15 22:55,120.90593, 14.04393, 60.07,-67.20,  6.41, 95.45,97553.20,  1.02058,  1.50605
CB-052,2014-07-16 00:10,120.90929, 14.04764, 53.97,  5.56, 66.54,184.78,97605.82,  1.57531,  1.14575
CB-053,2014-07-15 22:55,120.91143, 14.04916, 53.91,-67.25, 12.11,100.21,97551.96,  1.42421,  1.13917
CB-054,2014-07-16 00:15,120.91629, 14.05261, 63.74,  2.53, 67.46,182.15,97935.87,  1.40095,  1.03952
CB-055,2014-07-15 23:30,120.91916, 14.05369, 64.79,-44.48, 50.46,138.60,96697.20,  1.11039,  1.00920
CB-056,2014-07-15 23:00,120.92241, 14.05493, 60.20,-67.99, 13.98,101.62,97534.35,  1.13967,  1.00000
CB-057,2014-07-15 23:05,120.92546, 14.05611, 59.35,-67.01, 18.43,105.38,97289.06,  1.10050,  1.07899
CB-058,2014-07-16 00:15,120.92948, 14.05762, 56.86,  2.53, 67.46,182.15,97935.87,  1.00000,  1.00000
CB-059,2014-07-15 23:25,120.93104, 14.05924, 65.28,-49.16, 49.10,134.97,96875.69,  1.00000,  1.00000
CB-060,2014-07-15 23:00,120.93231, 14.06152, 62.92,-67.39, 19.58,106.20,97571.51,  1.00000,  1.00000
CB-061,2014-07-15 23:10,120.93413, 14.06482, 67.33,-63.58, 30.18,115.39,97157.22,  1.00000,  1.00000
CB-062,2014-07-15 23:05,120.93557, 14.06741, 64.35,-66.11, 24.29,110.17,97348.72,  1.00000,  1.00000
CB-063,2014-07-15 23:10,120.93742, 14.07076, 49.37,-65.82, 28.64,113.52,97428.02,  1.01568,  1.00000
CB-064,2014-07-15 23:10,120.94000, 14.07233, 65.11,-65.82, 28.64,113.52,97428.02,  1.08045,  1.00000
CB-065,2014-07-15 23:30,120.94297, 14.07320, 62.13,-47.69, 52.71,137.86,97090.63,  1.06318,  1.00000
CB-066,2014-07-15 23:30,120.94585, 14.07404, 77.22,-47.69, 52.71,137.86,97090.63,  1.07445,  1.00000
CB-067,2014-07-16 00:25,120.94870, 14.07489, 72.61,  2.14, 66.83,181.83,98306.71,  1.19204,  1.01918
CB-068,2014-07-15 23:30,120.95387, 14.07640, 78.18,-45.59, 56.30,141.00,97309.33,  1.18600,  1.04400
CB-069,2014-07-15 23:30,120.95561, 14.07692, 86.30,-45.59, 56.30,141.00,97309.33,  1.26933,  1.00000
CB-070,2014-07-15 23:25,120.95884, 14.08026, 86.41,-51.53, 51.13,134.78,97278.84,  1.68737,  1.00000
CB-071,2014-07-15 23:20,120.96170, 14.08322, 69.86,-56.84, 45.43,128.63,97317.81,  1.27756,  1.00000
CB-072,2014-07-15 23:25,120.96378, 14.08537, 61.39,-51.53, 51.13,134.78,97278.84,  1.00030,  1.00000
CB-073,2014-07-15 23:45,120.96732, 14.08886, 70.09,-27.50, 65.89,157.35,97658.29,  1.46877,  1.00000
CB-074,2014-07-15 23:40,120.97268, 14.09300, 77.45,-36.45, 63.30,150.07,97865.52,  1.18044,  1.01004
CB-075,2014-07-15 23:30,120.97465, 14.09444, 95.44,-47.56, 56.82,140.07,97696.87,  1.30099,  1.23071
CB-076,2014-07-15 23:20,120.97848, 14.09536, 65.45,-57.61, 47.05,129.24,97706.37,  1.28488,  1.29647
CB-077,2014-07-15 23:30,120.98650, 14.09727, 91.79,-47.56, 56.82,140.07,97696.87,  1.25775,  1.38099
CB-078,2014-07-15 23:30,120.98918, 14.09792, 82.56,-47.56, 56.82,140.07,97696.87,  1.29113,  1.49141
CB-079,2014-07-15 23:35,120.99216, 14.09862, 77.83,-39.88, 62.16,147.32,97983.41,  1.30442,  1.26580
CB-080,2014-07-15 23:25,120.99452, 14.09918, 88.65,-50.56, 55.01,137.41,97860.20,  1.23893,  1.01770
CB-081,2014-07-15 23:25,120.99736, 14.09985, 80.16,-50.56, 55.01,137.41,97860.20,  1.23107,  1.00429
CB-082,2014-07-15 23:25,120.99980, 14.10042, 68.45,-50.56, 55.01,137.41,97860.20,  1.22732,  1.00000
CB-083,2014-07-15 23:25,121.00334, 14.10125, 82.98,-50.56, 55.01,137.41,97860.20,  1.16107,  1.02839
CB-084,2014-07-15 23:25,121.00777, 14.10228, 77.96,-50.56, 55.01,137.41,97860.20,  1.12215,  1.22713
CB-085,2014-07-15 23:20,121.00940, 14.10267, 80.13,-55.29, 50.35,132.32,97872.61,  1.24167,  1.00000
CB-086,2014-07-15 23:15,121.01190, 14.10324, 89.02,-56.83, 48.52,130.49,98060.31,  1.11501,  1.01102
CB-087,2014-07-15 23:15,121.01795, 14.10465, 78.27,-56.83, 48.52,130.49,98060.31,  1.15200,  1.16196
CB-088,2014-07-15 23:15,121.02002, 14.10512, 95.10,-56.83, 48.52,130.49,98060.31,  1.53294,  1.03599
CB-089,2014-07-16 00:45,121.02502, 14.10629, 79.21,  0.11, 60.86,180.10,99217.01,  1.14041,  1.00000
CB-090,2014-07-15 23:20,121.02774, 14.10688, 87.26,-52.89, 53.05,135.09,98042.40,  1.22000,  1.00010
CB-091,2014-07-15 23:15,121.03101, 14.10912, 88.79,-54.42, 51.12,133.21,98213.21,  1.40164,  1.20164
CB-092,2014-07-15 23:15,121.03579, 14.11239, 82.13,-56.21, 48.55,130.82,98381.59,  1.26279,  1.40535
CB-093,2014-07-15 23:25,121.03679, 14.11306, 78.48,-48.60, 56.31,139.20,98369.36,  1.22961,  1.00187
CB-094,2014-07-15 23:30,121.03954, 14.11493, 77.87,-44.01, 59.37,143.45,98412.95,  1.29620,  1.09502
CB-095,2014-07-15 23:25,121.04078, 14.11577, 71.64,-48.60, 56.31,139.20,98369.36,  1.22560,  1.02055
CB-096,2014-07-15 23:25,121.04287, 14.11719, 72.77,-48.60, 56.31,139.20,98369.36,  1.23280,  1.02709
CB-097,2014-07-15 23:20,121.04635, 14.11954, 57.14,-52.75, 52.60,134.92,98366.39,  1.09011,  1.17995
CB-098,2014-07-15 23:20,121.04785, 14.12056, 77.54,-52.75, 52.60,134.92,98366.39,  1.27975,  1.10982
CB-099,2014-07-15 23:25,121.04924, 14.12148, 69.82,-48.60, 56.31,139.20,98369.36,  1.13027,  1.00907
CB-100,2014-07-15 23:15,121.05148, 14.12404, 61.84,-53.82, 50.64,133.26,98517.73,  1.22690,  1.00000
CB-101,2014-07-15 23:15,121.05291, 14.12568, 55.42,-53.82, 50.64,133.26,98517.73,  1.12116,  1.03845
CB-102,2014-07-15 23:30,121.05466, 14.12768, 64.49,-41.83, 60.13,145.18,98581.23,  1.08869,  1.00000
CB-103,2014-07-15 23:25,121.05530, 14.13091, 66.03,-48.50, 55.07,138.63,98653.88,  1.02758,  1.00000
CB-104,2014-07-15 23:20,121.05582, 14.13351, 66.85,-52.16, 51.75,134.77,98652.73,  1.00000,  1.00000
CB-105,2014-07-15 23:25,121.05652, 14.13701, 67.82,-48.50, 55.07,138.63,98653.88,  1.10161,  1.01839
CB-106,2014-07-15 23:25,121.05572, 14.13935, 76.55,-48.50, 55.07,138.63,98653.88,  1.11758,  1.00919
CB-107,2014-07-15 23:25,121.05449, 14.14297, 69.96,-48.50, 55.07,138.63,98653.88,  1.04242,  1.00000
CB-108,2014-07-15 23:25,121.05360, 14.14563, 65.90,-48.50, 55.07,138.63,98653.88,  1.00242,  1.00000
CB-109,2014-07-15 23:25,121.05333, 14.14967, 66.13,-48.50, 55.07,138.63,98653.88,  1.06565,  1.05161
CB-110,2014-07-15 23:25,121.05317, 14.15229, 70.14,-50.31, 52.62,136.29,98777.26,  1.37743,  1.25914
CB-111,2014-07-15 23:25,121.05157, 14.15466, 75.63,-50.31, 52.62,136.29,98777.26,  1.00257,  1.09057
CB-112,2014-07-15 23:25,121.04916, 14.15828, 63.99,-52.63, 51.25,134.24,98646.60,  1.15915,  1.47220
CB-113,2014-07-15 23:25,121.04686, 14.16174, 68.31,-52.63, 51.25,134.24,98646.60,  1.08389,  1.00000
CB-114,2014-07-15 23:30,121.04350, 14.16672, 62.34,-48.82, 54.48,138.14,98659.43,  1.22767,  1.21861
CB-115,2014-07-15 23:25,121.04220, 14.16865, 83.53,-52.63, 51.25,134.24,98646.60,  1.20949,  1.28000
CB-116,2014-07-15 23:25,121.03983, 14.17219, 77.07,-54.01, 48.78,132.09,98782.09,  1.20576,  1.50447
CB-117,2014-07-15 23:25,121.03693, 14.17652, 59.20,-54.01, 48.78,132.09,98782.09,  1.05036,  1.00000
CB-118,2014-07-15 23:10,121.03571, 14.17835, 62.88,-60.32, 37.60,121.94,98920.92,  1.33677,  1.07838
CB-119,2014-07-15 23:25,121.03522, 14.18181, 71.33,-54.01, 48.78,132.09,98782.09,  1.35676,  1.21553
CB-120,2014-07-15 23:25,121.03418, 14.18901, 73.06,-54.01, 48.78,132.09,98782.09,  1.28324,  1.04806
CB-121,2014-07-15 23:40,121.03384, 14.19137, 78.08,-44.92, 54.46,140.48,98947.85,  1.06168,  1.12244
CB-122,2014-07-15 23:10,121.03350, 14.19376, 68.45,-60.26, 35.65,120.61,99062.08,  1.12442,  1.30320
CB-123,2014-07-15 23:20,121.03313, 14.19637, 66.43,-57.45, 42.85,126.72,98949.07,  1.13607,  1.44632
CB-124,2014-07-15 23:30,121.03388, 14.19837, 71.08,-51.99, 49.63,133.67,98905.59,  1.05882,  1.50675
CB-125,2014-07-15 23:20,121.03487, 14.20180, 65.54,-57.45, 42.85,126.72,98949.07,  1.07080,  1.34687
CB-126,2014-07-15 23:20,121.03666, 14.20350, 66.38,-57.45, 42.85,126.72,98949.07,  1.09080,  1.15859
CB-127,2014-07-15 23:35,121.03863, 14.20532, 72.59,-48.54, 52.34,137.16,98919.51,  1.00431,  1.62096
CB-128,2014-07-15 23:15,121.03953, 14.20813, 65.84,-59.25, 39.24,123.52,98992.80,  1.14234,  1.27938
CB-129,2014-07-15 23:25,121.04057, 14.21134, 64.59,-55.76, 44.13,128.36,99039.65,  1.08705,  1.42590
CB-130,2014-07-15 23:30,121.04292, 14.21501, 68.76,-53.07, 47.29,131.70,99024.59,  1.47975,  1.01854
CB-131,2014-07-15 23:30,121.04421, 14.21699, 73.76,-53.07, 47.29,131.70,99024.59,  1.21611,  1.00806
CB-132,2014-07-15 23:20,121.04632, 14.22022, 65.90,-57.82, 40.70,125.14,99079.47,  1.00657,  1.00000
CB-133,2014-07-15 23:35,121.04785, 14.22264, 63.78,-49.94, 50.01,135.04,99029.36,  1.00000,  1.00000
CB-134,2014-07-15 23:30,121.04965, 14.22540, 64.60,-53.07, 47.29,131.70,99024.59,  1.00000,  1.00000
CB-135,2014-07-15 23:25,121.05156, 14.22838, 63.28,-53.68, 45.64,130.37,99132.49,  1.00103,  1.00000
CB-136,2014-07-15 23:40,121.05212, 14.23189, 62.84,-45.95, 50.67,137.80,99250.11,  1.00000,  1.02062
CB-137,2014-07-15 23:40,121.05261, 14.23494, 62.29,-45.95, 50.67,137.80,99250.11,  1.00000,  1.02057
CB-138,2014-07-15 23:40,121.05294, 14.23706, 47.79,-45.95, 50.67,137.80,99250.11,  1.00000,  1.00870
CB-139,2014-07-15 23:25,121.05384, 14.23947, 48.81,-54.25, 43.50,128.72,99242.66,  1.00000,  1.06139
CB-140,2014-07-15 23:40,121.05472, 14.24184, 47.08,-45.95, 50.67,137.80,99250.11,  1.00000,  1.00000
CB-141,2014-07-15 23:40,121.05561, 14.24423, 61.29,-45.95, 50.67,137.80,99250.11,  1.00000,  1.00124
CB-142,2014-07-15 23:35,121.05654, 14.24673, 60.02,-48.98, 48.73,134.85,99234.61,  1.00000,  1.09980
CB-143,2014-07-15 23:25,121.05642, 14.24939, 54.32,-54.25, 43.50,128.72,99242.66,  1.00000,  1.00000
CB-144,2014-07-15 23:40,121.05633, 14.25208, 53.69,-47.10, 48.57,135.88,99337.93,  1.00000,  1.00000
CB-145,2014-07-15 23:40,121.05622, 14.25469, 44.47,-47.10, 48.57,135.88,99337.93,  1.00000,  1.00000
CB-146,2014-07-15 23:40,121.05614, 14.25709, 45.45,-47.10, 48.57,135.88,99337.93,  1.00000,  1.06863
CB-147,2014-07-15 23:40,121.05657, 14.25980, 41.54,-47.10, 48.57,135.88,99337.93,  1.00000,  1.00000
CB-148,2014-07-15 23:35,121.05695, 14.26211, 41.91,-49.89, 46.62,133.06,99329.12,  1.00043,  1.00000
CB-149,2014-07-15 23:35,121.05710, 14.26231, 40.96,-49.89, 46.62,133.06,99329.12,  1.00000,  1.00000
CB-150,2014-07-15 23:35,121.05802, 14.26346, 47.47,-49.89, 46.62,133.06,99329.12,  1.00000,  1.00000
CB-151,2014-07-15 23:35,121.05903, 14.26472, 45.27,-49.89, 46.62,133.06,99329.12,  1.00000,  1.00000
CB-152,2014-07-15 23:40,121.06107, 14.26730, 42.87,-47.10, 48.57,135.88,99337.93,  1.00000,  1.00000
CB-153,2014-07-15 23:25,121.06314, 14.26991, 43.20,-54.60, 41.47,127.22,99347.81,  1.00000,  1.00000
CB-154,2014-07-15 23:35,121.06519, 14.27248, 46.74,-50.58, 44.58,131.39,99420.69,  1.00000,  1.00000
CB-155,2014-07-15 23:45,121.06726, 14.27509, 52.09,-45.14, 48.22,136.89,99435.44,  1.00000,  1.00000
CB-156,2014-07-15 23:40,121.06939, 14.27775, 55.86,-48.02, 46.54,134.10,99423.93,  1.00000,  1.00000
CB-157,2014-07-15 23:35,121.07010, 14.28101, 46.36,-48.73, 45.47,133.02,99498.29,  1.00000,  1.00000
CB-158,2014-07-15 23:30,121.07088, 14.28437, 45.11,-51.07, 43.34,130.32,99499.68,  1.00000,  1.00000
CB-159,2014-07-15 23:20,121.07165, 14.28764, 40.69,-54.48, 38.21,125.04,99543.17,  1.00000,  1.00000
CB-160,2014-07-15 23:30,121.07239, 14.29084, 54.66,-51.42, 41.48,128.89,99584.41,  1.00000,  1.00000
CB-161,2014-07-15 23:30,121.07307, 14.29376, 55.85,-51.42, 41.48,128.89,99584.41,  1.00000,  1.00000
CB-162,2014-07-15 23:45,121.07379, 14.29690, 58.27,-44.29, 46.80,136.58,99591.78,  1.00000,  1.00000
CB-163,2014-07-15 23:45,121.07443, 14.29966, 59.88,-44.29, 46.80,136.58,99591.78,  1.00000,  1.00000
CB-164,2014-07-15 23:45,121.07501, 14.30216, 60.22,-44.29, 46.80,136.58,99591.78,  1.00000,  1.00000
CB-165,2014-07-15 23:45,121.07564, 14.30484, 59.08,-44.29, 46.80,136.58,99591.78,  1.00000,  1.00000
CB-166,2014-07-15 23:45,121.07524, 14.30768, 56.95,-44.29, 46.80,136.58,99591.78,  1.00000,  1.00000
CB-167,2014-07-15 23:35,121.07481, 14.31094, 55.12,-49.70, 41.76,130.04,99656.64,  1.00000,  1.00000
CB-168,2014-07-15 23:30,121.07438, 14.31418, 55.78,-51.62, 39.71,127.57,99665.38,  1.00000,  1.00000
CB-169,2014-07-15 23:50,121.07310, 14.31738, 40.64,-42.58, 46.02,137.22,99671.41,  1.00000,  1.00000
CB-170,2014-07-15 23:25,121.07264, 14.32002, 44.00,-53.16, 37.40,125.13,99684.23,  1.00000,  1.00000
CB-171,2014-07-15 23:50,121.07217, 14.32264, 39.98,-42.58, 46.02,137.22,99671.41,  1.00000,  1.00000
CB-172,2014-07-15 23:35,121.07263, 14.32481, 45.96,-49.70, 41.76,130.04,99656.64,  1.00000,  1.00000
CB-173,2014-07-15 23:50,121.07504, 14.32746, 43.94,-42.58, 46.02,137.22,99671.41,  1.00000,  1.00000
CB-174,2014-07-15 23:30,121.07569, 14.32959, 41.38,-51.62, 39.71,127.57,99665.38,  1.00000,  1.00000
DA-001,2014-07-16 00:05,120.95077, 14.31187, 44.17,-45.55, 45.91,135.23,99187.09,  1.00000,  1.00000
DA-002,2014-07-15 23:45,120.94976, 14.31080, 44.75,-57.92, 36.68,122.35,99137.92,  1.00000,  1.05032
DA-003,2014-07-15 23:40,120.94933, 14.30962, 56.24,-60.04, 35.67,120.71,99044.41,  1.00000,  1.04095
DA-004,2014-07-16 00:05,120.94964, 14.30694, 56.94,-46.54, 47.14,135.37,98974.88,  1.00008,  1.05951
DA-005,2014-07-16 00:05,120.95093, 14.30380, 56.90,-44.39, 48.14,137.32,99085.78,  1.00670,  1.12330
DA-006,2014-07-15 23:50,120.95248, 14.30107, 47.58,-53.16, 42.87,128.88,99080.99,  1.00000,  1.00000
DA-007,2014-07-15 23:45,120.95262, 14.29939, 48.85,-55.77, 40.61,126.06,99093.80,  1.03404,  1.00000
DA-008,2014-07-15 23:35,120.95354, 14.29633, 56.64,-60.09, 34.80,120.08,99156.52,  1.04668,  1.00000
DA-009,2014-07-15 23:40,120.95421, 14.29409, 49.87,-58.18, 37.78,123.00,99119.90,  1.05801,  1.00000
DA-010,2014-07-16 00:05,120.95390, 14.29239, 43.40,-44.39, 48.14,137.32,99085.78,  1.25278,  1.07587
DA-011,2014-07-15 23:30,120.95360, 14.28923, 57.47,-61.90, 33.27,118.26,99073.91,  1.00000,  1.01488
DA-012,2014-07-15 23:30,120.95490, 14.28641, 56.25,-61.90, 33.27,118.26,99073.91,  1.19675,  1.02604
DA-013,2014-07-15 23:40,120.95639, 14.28316, 61.44,-57.97, 39.86,124.51,98989.95,  1.28970,  1.02631
DA-014,2014-07-15 23:45,120.95830, 14.28174, 72.56,-55.26, 42.81,127.76,98967.93,  1.22749,  1.25714
DA-015,2014-07-15 23:40,120.96010, 14.27974, 66.27,-57.97, 39.86,124.51,98989.95,  1.39339,  1.07030
DA-016,2014-07-15 23:40,120.96212, 14.27706, 65.77,-57.97, 39.86,124.51,98989.95,  1.36504,  1.02797
DA-017,2014-07-15 23:40,120.96308, 14.27515, 62.04,-57.97, 39.86,124.51,98989.95,  1.32369,  1.01466
DA-018,2014-07-15 23:40,120.96318, 14.27224, 59.74,-57.97, 39.86,124.51,98989.95,  1.31369,  1.00466
DA-019,2014-07-15 23:35,120.96385, 14.26847, 59.87,-60.03, 38.78,122.86,98883.20,  1.22888,  1.00000
DA-020,2014-07-15 23:55,120.96557, 14.26556, 64.67,-47.81, 49.47,135.98,98852.28,  1.00304,  1.11739
DA-021,2014-07-15 23:55,120.96656, 14.26369, 61.14,-47.81, 49.47,135.98,98852.28,  1.00000,  1.00065
DA-022,2014-07-15 23:55,120.96833, 14.26034, 54.31,-47.81, 49.47,135.98,98852.28,  1.00304,  1.03913
DA-023,2014-07-15 23:55,120.96894, 14.25800, 58.40,-47.81, 49.47,135.98,98852.28,  1.00043,  1.04891
DA-024,2014-07-15 23:55,120.96975, 14.25477, 58.36,-47.81, 49.47,135.98,98852.28,  1.00000,  1.06870
DA-025,2014-07-15 23:55,120.97065, 14.25124, 58.65,-45.60, 50.46,137.90,98974.15,  1.00901,  1.07485
DA-026,2014-07-15 23:40,120.97054, 14.24908, 63.38,-54.51, 46.28,130.33,98819.90,  1.10207,  1.00000
DA-027,2014-07-15 23:30,120.97032, 14.24511, 58.87,-60.04, 39.59,123.40,98865.87,  1.00000,  1.00000
DA-028,2014-07-15 23:35,120.97013, 14.24321, 58.27,-57.48, 43.16,126.90,98833.86,  1.00000,  1.00000
DA-029,2014-07-15 23:45,120.96977, 14.23992, 55.40,-53.35, 47.56,131.72,98699.00,  1.00000,  1.00000
DA-030,2014-07-15 23:35,120.96933, 14.23578, 57.15,-59.63, 40.99,124.50,98733.32,  1.25901,  1.00000
DA-031,2014-07-15 23:35,120.96776, 14.23367, 56.73,-59.63, 40.99,124.50,98733.32,  1.03834,  1.00000
DA-032,2014-07-15 23:35,120.96574, 14.23092, 57.65,-59.63, 40.99,124.50,98733.32,  1.06601,  1.00000
DA-033,2014-07-15 23:40,120.96535, 14.22883, 61.73,-55.65, 46.87,130.11,98556.94,  1.07130,  1.00000
DA-034,2014-07-15 23:50,120.96484, 14.22607, 46.09,-48.03, 52.45,137.52,98575.63,  1.00280,  1.00000
DA-035,2014-07-15 23:35,120.96438, 14.22341, 59.81,-58.91, 43.33,126.34,98575.06,  1.12037,  1.00000
DA-036,2014-07-15 23:50,120.96399, 14.22128, 46.63,-48.03, 52.45,137.52,98575.63,  1.00504,  1.00000
DA-037,2014-07-15 23:35,120.96150, 14.21828, 61.10,-58.91, 43.33,126.34,98575.06,  1.02422,  1.00000
DA-038,2014-07-15 23:30,120.95874, 14.21518, 59.70,-61.71, 39.29,122.48,98615.30,  1.00000,  1.00000
DA-039,2014-07-15 23:50,120.95516, 14.21392, 58.85,-48.03, 52.45,137.52,98575.63,  1.00000,  1.17496
DA-040,2014-07-15 23:25,120.95183, 14.21279, 58.85,-63.83, 35.00,118.74,98682.00,  1.00000,  1.00000
DA-041,2014-07-15 23:50,120.94834, 14.21150, 59.62,-50.41, 50.95,135.31,98427.38,  1.02980,  1.00034
DA-042,2014-07-15 23:35,120.94511, 14.21044, 61.05,-61.13, 40.72,123.67,98463.24,  1.00000,  1.00000
DA-043,2014-07-15 23:50,120.94300, 14.20792, 59.39,-48.14, 53.52,138.03,98279.90,  1.00000,  1.00000
DA-044,2014-07-15 23:30,120.94246, 14.20507, 63.85,-63.20, 38.57,121.40,98332.55,  1.00000,  1.00000
DA-045,2014-07-15 23:35,120.94170, 14.20124, 62.19,-60.12, 43.11,125.64,98281.78,  1.00000,  1.00000
DA-046,2014-07-15 23:35,120.94001, 14.19897, 62.09,-60.12, 43.11,125.64,98281.78,  1.00000,  1.02376
DA-047,2014-07-15 23:50,120.93730, 14.19746, 71.35,-48.14, 53.52,138.03,98279.90,  1.01077,  1.14923
SLOM-BD-001,2014-07-15 23:30,121.07471, 14.33055, 38.40,-51.70, 38.04,126.35,99742.51,  1.00000,  1.00000
SLOM-BD-002,2014-07-15 23:50,121.07246, 14.33150, 37.88,-43.36, 44.27,135.59,99735.45,  1.00000,  1.00000
SLOM-BD-003,2014-07-15 23:55,121.06999, 14.33205, 42.01,-42.44, 44.69,136.48,99680.36,  1.00000,  1.00000
SLOM-BD-004,2014-07-15 23:35,121.06728, 14.33264, 44.06,-51.57, 39.04,127.13,99674.11,  1.00000,  1.00000
SLOM-BD-005,2014-07-15 23:35,121.06356, 14.33196, 38.59,-51.57, 39.04,127.13,99674.11,  1.00000,  1.00000
SLOM-BD-006,2014-07-15 23:30,121.06059, 14.33130, 40.65,-53.23, 36.88,124.72,99690.15,  1.00000,  1.00000
SLOM-BD-007,2014-07-15 23:55,121.05764, 14.33064, 41.43,-42.44, 44.69,136.48,99680.36,  1.00000,  1.00000
SLOM-BD-008,2014-07-15 23:40,121.05493, 14.32971, 46.20,-49.26, 42.69,130.91,99588.36,  1.00000,  1.00000
SLOM-BD-009,2014-07-15 23:50,121.05191, 14.32889, 45.55,-44.28, 45.58,135.83,99597.62,  1.00000,  1.00000
SLOM-BD-010,2014-07-15 23:55,121.04907, 14.32812, 45.35,-43.31, 46.07,136.77,99535.50,  1.00000,  1.00000
SLOM-BD-011,2014-07-15 23:55,121.04578, 14.32723, 41.64,-43.31, 46.07,136.77,99535.50,  1.00000,  1.00000
SLOM-BD-012,2014-07-15 23:40,121.04326, 14.32655, 43.81,-51.02, 41.73,129.28,99519.59,  1.00000,  1.00000
SLOM-BD-013,2014-07-15 23:35,121.04036, 14.32576, 42.17,-53.10, 39.64,126.74,99529.59,  1.00000,  1.00000
SLOM-BD-014,2014-07-15 23:30,121.03793, 14.32511, 51.04,-54.88, 37.22,124.15,99549.02,  1.00000,  1.00000
SLOM-BD-015,2014-07-15 23:35,121.03425, 14.32411, 48.50,-53.10, 39.64,126.74,99529.59,  1.00367,  1.00000
SLOM-BD-016,2014-07-15 23:35,121.03077, 14.32317, 54.53,-53.10, 39.64,126.74,99529.59,  1.17367,  1.15019
SLOM-BD-017,2014-07-15 23:55,121.02809, 14.32244, 63.52,-45.13, 45.50,135.23,99453.75,  1.00057,  1.08990
SLOM-BD-018,2014-07-15 23:55,121.02464, 14.32151, 43.44,-45.13, 45.50,135.23,99453.75,  1.14016,  1.00000
SLOM-BD-019,2014-07-15 23:55,121.02167, 14.32070, 41.69,-45.13, 45.50,135.23,99453.75,  1.16969,  1.01990
SLOM-BD-020,2014-07-15 23:25,121.01837, 14.31977, 54.75,-57.70, 32.92,119.71,99529.34,  1.05961,  1.00680
SLOM-BD-021,2014-07-15 23:30,121.01533, 14.31925, 56.69,-56.49, 35.71,122.30,99491.59,  1.02282,  1.03669
SLOM-BD-022,2014-07-15 23:35,121.01200, 14.31870, 57.01,-54.82, 38.30,124.94,99465.71,  1.00000,  1.11118
SLOM-BD-023,2014-07-15 23:40,121.00938, 14.31829, 45.78,-54.61, 39.22,125.69,99380.09,  1.00000,  1.08621
SLOM-BD-024,2014-07-16 00:00,121.00565, 14.31798, 74.56,-44.22, 46.06,136.17,99374.12,  1.01441,  1.00000
SLOM-BD-025,2014-07-15 23:25,121.00252, 14.31774, 65.25,-59.14, 31.08,117.72,99480.79,  1.07223,  1.00000
SLOM-BD-026,2014-07-15 23:30,120.99999, 14.31755, 60.63,-58.08, 33.99,120.34,99435.45,  1.01348,  1.00652
SLOM-BD-027,2014-07-15 23:40,120.99716, 14.31734, 60.02,-54.61, 39.22,125.69,99380.09,  1.00000,  1.00000
SLOM-BD-028,2014-07-15 23:35,120.99426, 14.31713, 44.48,-56.53, 36.75,123.03,99402.35,  1.00000,  1.01064
SLOM-BD-029,2014-07-15 23:35,120.99130, 14.31687, 58.10,-56.53, 36.75,123.03,99402.35,  1.00000,  1.02936
SLOM-BD-030,2014-07-15 23:35,120.98874, 14.31608, 60.00,-58.21, 35.00,121.02,99340.21,  1.00000,  1.00000
SLOM-BD-031,2014-07-15 23:35,120.98603, 14.31525, 59.89,-58.21, 35.00,121.02,99340.21,  1.00000,  1.00000
SLOM-BD-032,2014-07-15 23:40,120.98327, 14.31439, 45.35,-56.41, 37.64,123.71,99310.56,  1.00000,  1.00000
SLOM-BD-033,2014-07-15 23:45,120.98082, 14.31359, 48.97,-54.16, 40.14,126.54,99289.64,  1.00000,  1.02188
